2026/05/25 13:21:35:631  [Info]  Loading tunnel preference...
2026/05/25 13:21:35:632  [Base]  Load 1691 Fake IPs
2026/05/25 13:21:35:638  [Base]  iPhone14,3 16.6.1 3.3.9(945)
2026/05/25 13:21:35:681  [Base]  Load 1691 Fake IPs
2026/05/25 13:21:35:681  [Base]  Net Environment:蜂窝数据 IP:10.7.201.101 Proxy Mode:TUN Only mitm h2:true rewrite:true script:true dns fallback:true flowModel:1 no default route:false ipmode:0
2026/05/25 13:21:35:720  [Base]  Load 6146 rules. 31 scripts. 304 rewrites.
2026/05/25 13:21:35:720  [Base]  Memory Usage:3.86M
2026/05/25 13:21:35:720  [Base]  MITM enable: Check Cert.
2026/05/25 13:21:53:509  [Warn]  [11/21](198.19.0.1:58961_91.108.56.198:443_11177968650821615187) Hy2 regist tcp conn timeout.
2026/05/25 13:27:47:031  [Warn]  Read HTTP Response header timeout. Invalid HTTP Protocol: HTTP/1.1 206 Partial Content
Content-Length: 1
Content-Range: bytes 0-0/177862175
Content-Type: video/mp4
Server-Info: eyJjdXN0b21pZCI6IjEwMDAxMjEzODMiLCJkZXZpY2VfaWQiOiI3NWI4N2YyNjNlZTAxZjdjYjljNzhkMzcyYmYxNzAxNHBwcDFfMSIsImRldmljZV9uYW1lIjoiNzViODdmM
2026/05/25 13:35:51:813  [Warn]  Read HTTP Response header timeout. Invalid HTTP Protocol: HTTP/1.1 206 Partial Content
Content-Length: 1
Content-Range: bytes 0-0/11513238
Content-Type: video/mp4
Server-Info: eyJjdXN0b21pZCI6IjEwMDAxMjE2OTkiLCJkZXZpY2VfaWQiOiI1ZjBlNmEzNWU5MWNhYmIwMzliYTE0YzEyMDY2NmM1OXBwcDM0MzgzMF8yIiwiZGV2aWNlX25hbWUiOiI1Zj
2026/05/25 14:33:02:377  [Warn]  [DNS O UDP] Send A query for:szextshort.weixin.qq.com timeout.
2026/05/25 14:33:02:378  [Warn]  [DNS O UDP] Send A query for:szextshort.weixin.qq.com timeout.
2026/05/25 14:33:02:395  [Warn]  [DNS O UDP] Send A query for:szlong.weixin.qq.com timeout.
2026/05/25 14:33:02:403  [Warn]  [DNS O UDP] Send A query for:szlong.weixin.qq.com timeout.
2026/05/25 14:43:36:195  [Warn]  [DNS O UDP] Send A query for:szextshort.weixin.qq.com timeout.
2026/05/25 14:43:39:115  [Warn]  [DNS O UDP] Send A query for:szextshort.weixin.qq.com timeout.
2026/05/25 14:43:41:191  [Warn]  [DNS O UDP] Send A query for:szminorshort.weixin.qq.com timeout.
2026/05/25 14:43:41:318  [Warn]  [DNS O UDP] Send A query for:szextshort.weixin.qq.com timeout.
2026/05/25 14:43:42:079  [Warn]  [DNS O UDP] Send A query for:mmbiz.qpic.cn timeout.
2026/05/25 14:43:43:229  [Warn]  [DNS O UDP] Send A query for:szextshort.weixin.qq.com timeout.
2026/05/25 14:45:41:995  [Warn]  [DNS O UDP] Send A query for:pay.bilibili.com timeout.
2026/05/25 14:45:41:995  [Warn]  [DNS O UDP] Send A query for:app.bilibili.com timeout.
2026/05/25 14:45:41:995  [Warn]  [DNS O UDP] Send A query for:app.bilibili.com timeout.
2026/05/25 14:45:42:010  [Warn]  [DNS O UDP] Send A query for:passport.bilibili.com timeout.
2026/05/25 14:45:42:751  [Warn]  [DNS O UDP] Send A query for:api.vc.bilibili.com timeout.
2026/05/25 14:45:42:757  [Warn]  [DNS O UDP] Send A query for:api.vc.bilibili.com timeout.
2026/05/25 14:45:42:757  [Warn]  [DNS O UDP] Send A query for:api.vc.bilibili.com timeout.
2026/05/25 14:45:42:759  [Warn]  [DNS O UDP] Send A query for:api.vc.bilibili.com timeout.
2026/05/25 14:45:42:775  [Warn]  [DNS O UDP] Send A query for:member.bilibili.com timeout.
2026/05/25 14:45:42:872  [Warn]  [DNS O UDP] Send A query for:app.bilibili.com timeout.
2026/05/25 14:45:43:165  [Warn]  [DNS O UDP] Send A query for:api-normal-m.amemv.com timeout.
2026/05/25 14:45:43:166  [Warn]  [DNS O UDP] Send A query for:log0-misc-lf.amemv.com timeout.
2026/05/25 14:45:43:175  [Warn]  [DNS O UDP] Send A query for:polaris5-normal-hl.zijieapi.com timeout.
2026/05/25 14:45:43:175  [Warn]  [DNS O UDP] Send A query for:polaris5-normal-hl.zijieapi.com timeout.
2026/05/25 14:45:43:175  [Warn]  [DNS O UDP] Send A query for:polaris5-normal-hl.zijieapi.com timeout.
2026/05/25 14:45:43:190  [Warn]  [DNS O UDP] Send A query for:polaris5-normal-hl.zijieapi.com timeout.
2026/05/25 14:45:43:191  [Warn]  [DNS O UDP] Send A query for:tnc0-alisc1.zijieapi.com timeout.
2026/05/25 14:45:43:194  [Warn]  [DNS O UDP] Send A query for:saveu5-normal-hl.zijieapi.com timeout.
2026/05/25 14:45:43:195  [Warn]  [DNS O UDP] Send A query for:klinktka.zijieapi.com timeout.
2026/05/25 14:45:43:199  [Warn]  [DNS O UDP] Send A query for:mon0-misc-lf.amemv.com timeout.
2026/05/25 14:45:43:203  [Warn]  [DNS O UDP] Send A query for:mon0-misc-lf.amemv.com timeout.
2026/05/25 14:45:43:203  [Warn]  [DNS O UDP] Send A query for:mon0-misc-lf.amemv.com timeout.
2026/05/25 14:45:43:204  [Warn]  [DNS O UDP] Send A query for:mon0-misc-lf.amemv.com timeout.
2026/05/25 14:45:43:206  [Warn]  [DNS O UDP] Send A query for:bytelink100-ws-lf.amemv.com timeout.
2026/05/25 14:45:43:206  [Warn]  [DNS O UDP] Send A query for:mssdk3-normal-lf.zijieapi.com timeout.
2026/05/25 14:45:43:207  [Warn]  [DNS O UDP] Send A query for:mssdk3-normal-lf.zijieapi.com timeout.
2026/05/25 14:45:46:242  [Warn]  [DNS O UDP] Send A query for:tnc0-alisc1.zijieapi.com timeout.
2026/05/25 14:45:46:242  [Warn]  [DNS O UDP] Send A query for:mon0-misc-lf.amemv.com timeout.
2026/05/25 14:45:46:242  [Warn]  [DNS O UDP] Send A query for:mon0-misc-lf.amemv.com timeout.
2026/05/25 14:45:46:245  [Warn]  [DNS O UDP] Send A query for:mon0-misc-lf.amemv.com timeout.
2026/05/25 14:45:46:248  [Warn]  [DNS O UDP] Send A query for:mon0-misc-lf.amemv.com timeout.
2026/05/25 14:45:46:300  [Warn]  [DNS O UDP] Send A query for:v95-bj.douyinvod.com timeout.
2026/05/25 14:45:46:945  [Warn]  [DNS O UDP] Send A query for:frontier-aweme-hl-ipainner.amemv.com timeout.
2026/05/25 14:45:47:520  [Warn]  [DNS O UDP] Send A query for:cm.bilibili.com timeout.
2026/05/25 14:45:48:162  [Warn]  [DNS O UDP] Send A query for:webcast5-normal-lf.amemv.com timeout.
2026/05/25 14:45:48:200  [Warn]  [DNS O UDP] Send A query for:api-normal-m.amemv.com timeout.
2026/05/25 14:45:48:254  [Warn]  [DNS O UDP] Send A query for:webcast5-normal-lf.amemv.com timeout.
2026/05/25 14:45:48:600  [Warn]  [DNS O UDP] Send A query for:webcast5-normal-lf.amemv.com timeout.
